"Grupa paragrafów";"Rodzaj finansowania wydatków";"Plan po zmianach";"Zaangażowanie";"Wykonanie wydatków";"Zobowiązania ogółem";"Zobowiązania wymagalne powstałe w latach ubiegłych";"Zobowiązania wymagalne powstałe w roku bieżącym";"Wydatki które nie wygasły z upływem bieżącego roku budżetowego"
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";326535;326536;326536;24504;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";149633;149633;149633;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28806;28806;28806;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";224127;224128;224128;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";32201;32202;32202;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";330628;330630;330630;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";73326;73327;73327;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9249;9249;9249;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";705972;705973;705973;0;0;0;0
"";"";11186000;11186000;11186000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19419;19417;19417;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28115;28114;28114;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";77302;77302;77302;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25382;25382;25382;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";87163;87163;87163;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1255;1256;1256;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28900;28900;28900;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";491162;491162;491162;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";48910;48910;48910;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10832;10831;10831;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";592;592;592;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18026;18026;18026;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19234;19234;19234;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";58779;58780;58780;0;0;0;0
"";"";670000;668855;668855;43684;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";529;528;528;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";88030;88029;88029;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";364970;364969;364969;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";35946;35945;35945;37276;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";72840;72000;72000;5629;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10122;10076;10076;779;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";21193;21193;21193;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28065;28065;28065;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1296;1295;1295;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";580;580;580;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15000;14999;14999;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1500;1470;1470;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2500;2500;2500;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;2913;2913;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;2866;2866;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3600;3600;3600;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13000;13000;13000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";894;893;893;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1520;1520;1520;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";500;500;500;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1915;1915;1915;0;0;0;0
"";"";48797030;48786704;48786704;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";48648030;48639510;48639510;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;951;951;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";45097;44996;44996;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9393;9393;9393;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1300;0;0;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1464;1464;1464;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";900;545;545;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";89846;89845;89845;0;0;0;0
"";"";9970;9967;9967;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5500;5500;5500;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3470;3467;3467;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;1000;1000;0;0;0;0
"";"";2000;2000;2000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;1000;1000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;1000;1000;0;0;0;0
"";"";27175047;27169823;27169823;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";27171958;27167296;27167296;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";3089;2527;2527;0;0;0;0
"";"";676044;676039;676039;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";676044;676039;676039;0;0;0;0
"";"";391004;385804;385804;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";41511;39793;39793;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";720;707;707;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";31000;27674;27674;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";195297;195297;195297;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";920;904;904;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";117000;117000;117000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";702;701;701;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3854;3730;3730;0;0;0;0
"";"";360078133;355795448;355795448;0;0;0;0
"";"";424794;424153;424153;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";327288;326647;326647;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";97506;97506;97506;0;0;0;0
"";"";35214650;35120195;35120195;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";34114650;34033070;34033070;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";1100000;1087125;1087125;0;0;0;0
"";"";6092190;6090960;6090960;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";5302040;5301440;5301440;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";356000;356000;356000;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";434150;433520;433520;0;0;0;0
"";"";848000;840878;840878;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";848000;840878;840878;0;0;0;0
"";"";201759978;200047867;200047867;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";200395978;198684376;198684376;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1364000;1363491;1363491;0;0;0;0
"";"";1647224;1592344;1592344;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";517400;501650;501650;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1129224;1090694;1090694;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";600;0;0;0;0;0;0
"";"";21140076;21025064;21025064;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";21140076;21025064;21025064;0;0;0;0
"";"";12708386;12479956;12479956;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";12708386;12479956;12479956;0;0;0;0
"";"";67500;65225;65225;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";67500;65225;65225;0;0;0;0
"";"";14228225;14220830;14220830;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";19247;17401;17401;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";14208978;14203429;14203429;0;0;0;0
"";"";1452780;1437824;1437824;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1452780;1437824;1437824;0;0;0;0
"";"";17990;16990;16990;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";3890;3890;3890;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";17710;17710;17710;1142;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";14100;13100;13100;0;0;0;0
"";"";8250;2250;2250;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";8250;2250;2250;0;0;0;0
"";"";46148862;44851307;44851307;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";45751912;44454357;44454357;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";312400;312400;312400;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";84550;84550;84550;0;0;0;0
"";"";18319228;17579604;17579604;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";4672416;4254120;4254120;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";13646812;13325485;13325485;0;0;0;0
"";"";1791480;1687012;1686992;20;0;0;0
"";"";1598000;1589938;1589918;20;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1442000;1439081;1439081;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";950;930;930;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10;7;7;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";50547;48509;48509;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19080;18906;18906;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";47800;45043;45023;20;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2900;2841;2841;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";60;60;60;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";34653;34563;34563;0;0;0;0
"";"";36000;11434;11434;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";36000;11434;11434;0;0;0;0
"";"";128000;56159;56159;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";128000;56159;56159;0;0;0;0
"";"";29480;29480;29480;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";29480;29480;29480;0;0;0;0
"";"";14711451;11180394;11180394;0;0;0;0
"";"";1182000;1182000;1182000;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";39000;39000;39000;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1106280;1106280;1106280;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";27046;27046;27046;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6674;6674;6674;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;3000;3000;0;0;0;0
"";"";13113863;9590589;9590589;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";12835990;9312716;9312716;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";19357;19357;19357;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";258516;258516;258516;0;0;0;0
"";"";415588;407805;407805;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";84688;84650;84650;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";101428;95169;95169;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";229472;227986;227986;0;0;0;0
"";"";3156000;3155705;3155705;220648;0;0;0
"";"";3156000;3155705;3155705;220648;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";11585;11584;11584;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";228777;228776;228776;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1897265;1897264;1897264;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";167978;167977;167977;167502;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";336062;336061;336061;25444;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";49738;49735;49735;3704;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";56980;56980;56980;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";38704;38704;38704;3059;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";65219;65219;65219;12610;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19000;19000;19000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3003;3003;3003;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";70675;70675;70675;6371;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4492;4491;4491;55;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5492;5492;5492;347;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19226;19225;19225;1555;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";17194;17193;17193;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10000;9996;9996;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2413;2413;2413;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22564;22564;22564;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";71861;71861;71861;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5841;5841;5841;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";781;780;780;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5902;5902;5902;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";200;200;200;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";690;690;690;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1981;1981;1981;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7377;7377;7377;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";35000;34720;34720;0;0;0;0
"";"";1943405;1943274;1943274;78021;0;0;0
"";"";2965;2965;2965;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";2965;2965;2965;0;0;0;0
"";"";578000;577999;577999;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";27867;27866;27866;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";251087;251087;251087;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";100380;100380;100380;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";76738;76738;76738;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";121928;121928;121928;0;0;0;0
"";"";1362440;1362310;1362310;78021;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";208000;207992;207992;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";658177;658170;658170;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";65823;65823;65823;66734;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";138233;138232;138232;10077;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";16821;16805;16805;1211;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20000;20000;20000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";32029;31937;31937;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";24565;24564;24564;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1324;1323;1323;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1388;1388;1388;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";132825;132824;132824;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1485;1485;1485;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1490;1489;1489;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6421;6420;6420;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9073;9073;9073;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2575;2575;2575;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25030;25029;25029;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9289;9288;9288;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7892;7892;7892;0;0;0;0
"";"";452000;452000;452000;0;0;0;0
"";"";452000;452000;452000;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";452000;452000;452000;0;0;0;0
"";"";2246735948;2242914872;2208404599;12420876;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";11186000;11186000;11186000;0;0;0;0
"";"";3079073;3079073;3077923;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1232000;1232000;1230863;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";596477;596477;596472;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";1230596;1230596;1230588;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";20000;20000;20000;0;0;0;0
"";"";20334929;20334929;20334910;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";5102000;5102000;5102000;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";10133865;10133865;10133865;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";3822966;3822966;3822947;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";1276098;1276098;1276098;0;0;0;0
"";"";115000;115000;115000;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";115000;115000;115000;0;0;0;0
"";"";7829603;6031283;6031283;3263;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1875180;1402416;1402416;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";594501;491425;491425;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2118599;1850562;1850562;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1568106;1119663;1119663;3263;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";40395;26377;26377;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1432822;1140840;1140840;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";200000;0;0;0;0;0;0
"";"";1392236;1392116;1392116;66647;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";1615;1615;1615;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";160000;160000;160000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";613702;613702;613702;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";53119;53118;53118;56912;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";123626;123626;123626;8594;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6100;6100;6100;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";83088;83088;83088;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9783;9783;9783;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2655;2655;2655;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";38770;38770;38770;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1167;1166;1166;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11354;11353;11353;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";12243;12243;12243;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11798;11797;11797;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";95600;95599;95599;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25174;25173;25173;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19474;19473;19473;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28000;28000;28000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13161;13160;13160;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";291;290;290;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13806;13805;13805;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";50000;49890;49890;0;0;0;0
"";"";7511466;7511464;7511464;459046;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";45634;45634;45634;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";711000;711000;711000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4161128;4161128;4161128;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";361433;361432;361432;357363;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";774041;774041;774041;54283;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";101778;101778;101778;7009;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";91210;91210;91210;8053;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";63150;63150;63150;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";228813;228813;228813;69;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";209254;209254;209254;25471;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";102429;102429;102429;888;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7484;7484;7484;365;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";48904;48904;48904;1239;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";33998;33998;33998;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15228;15228;15228;1391;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28462;28462;28462;2913;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";732;732;732;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";105782;105782;105782;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";16961;16961;16961;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";24579;24579;24579;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";160000;160000;160000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25469;25469;25469;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1971;1971;1971;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18113;18113;18113;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";52;52;52;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";613;613;613;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1468;1468;1468;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18868;18868;18868;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";55348;55347;55347;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";97564;97564;97564;0;0;0;0
"";"";7014319;6997006;6997006;336978;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";46212;46211;46211;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";10996;10996;10996;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";433000;431537;431537;0;0;0;0
