"Część";"Numer części";"Część";"Numer części";"Dział";"Numer działu";"Rozdział";"Numer rozdziału";"Dotacje i subwencje";"Świadczenia na rzecz osób fizycznych";"Wydatki bieżące jednostek budżetowych";"Wydatki majątkowe";"Wydatki na obsługę długu Skarbu Państwa";"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Środki własne Unii Europejskiej";"Ogółem (w tys. zł.)"
"KANCELARIA PREZYDENTA RP";1;"";"";"";"";"";"";42000;953;121721;6850;0;0;0;171524
"KANCELARIA PREZYDENTA RP";1;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;953;121721;6850;0;0;0;129524
"KANCELARIA PREZYDENTA RP";1;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;270;95361;6550;0;0;0;102181
"KANCELARIA PREZYDENTA RP";1;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Biuro Bezpieczeństwa  Narodowego";75103;"";"";0;100;14400;300;0;0;0;14800
"KANCELARIA PREZYDENTA RP";1;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Odznaczenia państwowe";75106;"";"";0;0;10153;0;0;0;0;10153
"KANCELARIA PREZYDENTA RP";1;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Pozostała działalność";75195;"";"";0;583;1807;0;0;0;0;2390
"KANCELARIA PREZYDENTA RP";1;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";42000;0;0;0;0;0;0;42000
"Kultura i ochrona dziedzictwa narodowego";921;"KANCELARIA PREZYDENTA RP";1;"Narodowy Fundusz Rewaloryzacji Zabytków Krakowa";92123;"";"";42000;0;0;0;0;0;0;42000
"KANCELARIA SEJMU";2;"";"";"";"";"";"";0;80741;328763;21276;0;0;0;430780
"KANCELARIA SEJMU";2;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;80741;328763;21276;0;0;0;430780
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"KANCELARIA SEJMU";2;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;80741;328763;21276;0;0;0;430780
"KANCELARIA SENATU";3;"";"";"";"";"";"";62000;17858;78454;17900;0;0;0;176212
"KANCELARIA SENATU";3;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";62000;17858;78454;17900;0;0;0;176212
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"KANCELARIA SENATU";3;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;17858;78454;4900;0;0;0;101212
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"KANCELARIA SENATU";3;"Pozostała działalność (Opieka nad Polonią i Polakami za granicą)";75195;"";"";62000;0;0;13000;0;0;0;75000
"SĄD NAJWYŻSZY";4;"";"";"";"";"";"";0;19459;66386;2316;0;0;0;88161
"SĄD NAJWYŻSZY";4;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;183;66386;2316;0;0;0;68885
"SĄD NAJWYŻSZY";4;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Naczelne organy sądownictwa";75102;"";"";0;183;66386;2316;0;0;0;68885
"SĄD NAJWYŻSZY";4;"Obowiązkowe ubezpieczenia społeczne";753;"";"";"";"";0;19276;0;0;0;0;0;19276
"Obowiązkowe ubezpieczenia społeczne";753;"SĄD NAJWYŻSZY";4;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;"";"";0;19276;0;0;0;0;0;19276
"NACZELNY SĄD ADMINISTRACYJNY";5;"";"";"";"";"";"";0;20953;327736;24763;0;0;0;373452
"NACZELNY SĄD ADMINISTRACYJNY";5;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;270;327736;24763;0;0;0;352769
"NACZELNY SĄD ADMINISTRACYJNY";5;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Naczelne organy sądownictwa";75102;"";"";0;270;327736;24763;0;0;0;352769
"NACZELNY SĄD ADMINISTRACYJNY";5;"Obowiązkowe ubezpieczenia społeczne";753;"";"";"";"";0;20683;0;0;0;0;0;20683
"NACZELNY SĄD ADMINISTRACYJNY";5;"Obowiązkowe ubezpieczenia społeczne";753;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;"";"";0;20683;0;0;0;0;0;20683
"TRYBUNAŁ KONSTYTUCYJNY";6;"";"";"";"";"";"";0;4730;21660;450;0;0;0;26840
"TRYBUNAŁ KONSTYTUCYJNY";6;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;28;21660;450;0;0;0;22138
"TRYBUNAŁ KONSTYTUCYJNY";6;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Naczelne organy sądownictwa";75102;"";"";0;28;21660;450;0;0;0;22138
"TRYBUNAŁ KONSTYTUCYJNY";6;"Obowiązkowe ubezpieczenia społeczne";753;"";"";"";"";0;4702;0;0;0;0;0;4702
"Obowiązkowe ubezpieczenia społeczne";753;"TRYBUNAŁ KONSTYTUCYJNY";6;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;"";"";0;4702;0;0;0;0;0;4702
"NAJWYŻSZA IZBA KONTROLI";7;"";"";"";"";"";"";0;284;238722;18796;0;0;0;257802
"NAJWYŻSZA IZBA KONTROLI";7;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;284;238722;18796;0;0;0;257802
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"NAJWYŻSZA IZBA KONTROLI";7;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;284;238722;18796;0;0;0;257802
"RZECZNIK PRAW OBYWATELSKICH";8;"";"";"";"";"";"";0;46;34464;914;0;0;0;35424
"RZECZNIK PRAW OBYWATELSKICH";8;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;46;34464;914;0;0;0;35424
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"RZECZNIK PRAW OBYWATELSKICH";8;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;46;34464;914;0;0;0;35424
"KRAJOWA RADA RADIOFONII I TELEWIZJI";9;"";"";"";"";"";"";0;4;16432;1454;0;0;0;17890
"KRAJOWA RADA RADIOFONII I TELEWIZJI";9;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;4;16432;1454;0;0;0;17890
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"KRAJOWA RADA RADIOFONII I TELEWIZJI";9;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;4;16432;1454;0;0;0;17890
"GENERALNY INSPEKTOR OCHRONY DANYCH OSOBOWYCH";10;"";"";"";"";"";"";0;2;14298;400;0;0;0;14700
"GENERALNY INSPEKTOR OCHRONY DANYCH OSOBOWYCH";10;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;2;14298;400;0;0;0;14700
"GENERALNY INSPEKTOR OCHRONY DANYCH OSOBOWYCH";10;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;2;14298;400;0;0;0;14700
"KRAJOWE BIURO WYBORCZE";11;"";"";"";"";"";"";6354;77;38911;490;0;0;0;45832
"KRAJOWE BIURO WYBORCZE";11;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";6354;77;38911;490;0;0;0;45832
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"KRAJOWE BIURO WYBORCZE";11;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";6354;77;38911;490;0;0;0;45832
"PAŃSTWOWA INSPEKCJA PRACY";12;"";"";"";"";"";"";0;1289;263815;9350;0;25;0;274479
"PAŃSTWOWA INSPEKCJA PRACY";12;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";0;1289;263815;9350;0;25;0;274479
"PAŃSTWOWA INSPEKCJA PRACY";12;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";0;931;260633;9350;0;25;0;270939
"PAŃSTWOWA INSPEKCJA PRACY";12;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"Pozostała działalność";75195;"";"";0;358;3182;0;0;0;0;3540
"INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU";13;"";"";"";"";"";"";1870;3532;205442;12419;0;0;0;223263
"INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU";13;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";1870;1437;205442;12419;0;0;0;221168
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU";13;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";1870;783;84393;11937;0;0;0;98983
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU";13;"Jednostki podległe Instytutowi Pamięci Narodowej – Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu";75112;"";"";0;654;121049;482;0;0;0;122185
"INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU";13;"Obowiązkowe ubezpieczenia społeczne";753;"";"";"";"";0;2095;0;0;0;0;0;2095
"Obowiązkowe ubezpieczenia społeczne";753;"INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU";13;"Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne";75302;"";"";0;2095;0;0;0;0;0;2095
"RZECZNIK PRAW DZIECKA";14;"";"";"";"";"";"";3;8337;200;0;0;0;0;8540
"RZECZNIK PRAW DZIECKA";14;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"";"";"";"";3;8337;200;0;0;0;0;8540
"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";751;"RZECZNIK PRAW DZIECKA";14;"Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa";75101;"";"";3;8337;200;0;0;0;0;8540
"SĄDY POWSZECHNE";15;"";"";"";"";"";"";0;401437;5171604;356785;0;0;0;5929826
"SĄDY POWSZECHNE";15;"Ministerstwo Sprawiedliwości";"15/01";"";"";"";"";0;6922;94694;91500;0;0;0;193116
"Ministerstwo Sprawiedliwości";"15/01";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;6922;0;0;0;0;0;6922
"Obowiązkowe ubezpieczenia społeczne";753;"Ministerstwo Sprawiedliwości";"15/01";"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;6922;0;0;0;0;0;6922
"Ministerstwo Sprawiedliwości";"15/01";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;0;92296;91500;0;0;0;183796
"Wymiar sprawiedliwości";755;"Ministerstwo Sprawiedliwości";"15/01";"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;0;92296;91500;0;0;0;183796
"Ministerstwo Sprawiedliwości";"15/01";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;0;2398;0;0;0;0;2398
"Oświata i wychowanie";801;"Ministerstwo Sprawiedliwości";"15/01";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;0;2398;0;0;0;0;2398
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Warszawie";"15/02";"";"";"";"";0;36102;520463;71309;0;0;0;627874
"Sąd Apelacyjny w Warszawie";"15/02";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;20691;0;0;0;0;0;20691
"Obowiązkowe ubezpieczenia społeczne";753;"Sąd Apelacyjny w Warszawie";"15/02";"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;20691;0;0;0;0;0;20691
"Sąd Apelacyjny w Warszawie";"15/02";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;15408;517695;71309;0;0;0;604412
"Sąd Apelacyjny w Warszawie";"15/02";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;15408;509554;71309;0;0;0;596271
"Sąd Apelacyjny w Warszawie";"15/02";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;8141;0;0;0;0;8141
"Sąd Apelacyjny w Warszawie";"15/02";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;3;2768;0;0;0;0;2771
"Sąd Apelacyjny w Warszawie";"15/02";"Oświata i wychowanie";801;"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;3;2768;0;0;0;0;2771
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Katowicach";"15/03";"";"";"";"";0;46948;614095;22109;0;0;0;683152
"Sąd Apelacyjny w Katowicach";"15/03";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;19655;0;0;0;0;0;19655
"Sąd Apelacyjny w Katowicach";"15/03";"Obowiązkowe ubezpieczenia społeczne";753;"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;19655;0;0;0;0;0;19655
"Sąd Apelacyjny w Katowicach";"15/03";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;27285;608976;22109;0;0;0;658370
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Katowicach";"15/03";"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;27285;602669;22109;0;0;0;652063
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Katowicach";"15/03";"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;6307;0;0;0;0;6307
"Sąd Apelacyjny w Katowicach";"15/03";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;8;5119;0;0;0;0;5127
"Sąd Apelacyjny w Katowicach";"15/03";"Oświata i wychowanie";801;"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;8;5119;0;0;0;0;5127
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Gdańsku";"15/04";"";"";"";"";0;54163;640378;14020;0;0;0;708561
"Sąd Apelacyjny w Gdańsku";"15/04";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;22743;0;0;0;0;0;22743
"Obowiązkowe ubezpieczenia społeczne";753;"Sąd Apelacyjny w Gdańsku";"15/04";"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;22743;0;0;0;0;0;22743
"Sąd Apelacyjny w Gdańsku";"15/04";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;31409;634957;14020;0;0;0;680386
"Sąd Apelacyjny w Gdańsku";"15/04";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;31409;623411;14020;0;0;0;668840
"Sąd Apelacyjny w Gdańsku";"15/04";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;11546;0;0;0;0;11546
"Sąd Apelacyjny w Gdańsku";"15/04";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;11;5421;0;0;0;0;5432
"Sąd Apelacyjny w Gdańsku";"15/04";"Oświata i wychowanie";801;"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;11;5421;0;0;0;0;5432
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Poznaniu";"15/05";"";"";"";"";0;31450;441585;35557;0;0;0;508592
"Sąd Apelacyjny w Poznaniu";"15/05";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;16742;0;0;0;0;0;16742
"Sąd Apelacyjny w Poznaniu";"15/05";"Obowiązkowe ubezpieczenia społeczne";753;"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;16742;0;0;0;0;0;16742
"Sąd Apelacyjny w Poznaniu";"15/05";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;14700;437208;35557;0;0;0;487465
"Sąd Apelacyjny w Poznaniu";"15/05";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;14700;429280;35557;0;0;0;479537
"Sąd Apelacyjny w Poznaniu";"15/05";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;7928;0;0;0;0;7928
"Sąd Apelacyjny w Poznaniu";"15/05";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;8;4377;0;0;0;0;4385
"Oświata i wychowanie";801;"Sąd Apelacyjny w Poznaniu";"15/05";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;8;4377;0;0;0;0;4385
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Krakowie";"15/06";"";"";"";"";0;39966;547470;23174;0;0;0;610610
"Sąd Apelacyjny w Krakowie";"15/06";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;18776;0;0;0;0;0;18776
"Sąd Apelacyjny w Krakowie";"15/06";"Obowiązkowe ubezpieczenia społeczne";753;"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;18776;0;0;0;0;0;18776
"Sąd Apelacyjny w Krakowie";"15/06";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;21185;543587;23174;0;0;0;587946
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Krakowie";"15/06";"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;21185;538120;23174;0;0;0;582479
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Krakowie";"15/06";"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;5467;0;0;0;0;5467
"Sąd Apelacyjny w Krakowie";"15/06";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;5;3883;0;0;0;0;3888
"Oświata i wychowanie";801;"Sąd Apelacyjny w Krakowie";"15/06";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;5;3883;0;0;0;0;3888
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny we Wrocławiu";"15/07";"";"";"";"";0;43484;547769;21713;0;0;0;612966
"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;21115;0;0;0;0;0;21115
"Obowiązkowe ubezpieczenia społeczne";753;"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;21115;0;0;0;0;0;21115
"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;22351;542823;21713;0;0;0;586887
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;22351;535223;21713;0;0;0;579287
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;7600;0;0;0;0;7600
"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;18;4946;0;0;0;0;4964
"Oświata i wychowanie";801;"Sąd Apelacyjny we Wrocławiu";"15/07";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;18;4946;0;0;0;0;4964
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Łodzi";"15/08";"";"";"";"";0;39758;483517;18641;0;0;0;541916
"Sąd Apelacyjny w Łodzi";"15/08";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;17859;0;0;0;0;0;17859
"Sąd Apelacyjny w Łodzi";"15/08";"Obowiązkowe ubezpieczenia społeczne";753;"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;17859;0;0;0;0;0;17859
"Sąd Apelacyjny w Łodzi";"15/08";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;21888;478818;18641;0;0;0;519347
"Sąd Apelacyjny w Łodzi";"15/08";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;21888;473221;18641;0;0;0;513750
"Sąd Apelacyjny w Łodzi";"15/08";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;5597;0;0;0;0;5597
"Sąd Apelacyjny w Łodzi";"15/08";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;11;4699;0;0;0;0;4710
"Oświata i wychowanie";801;"Sąd Apelacyjny w Łodzi";"15/08";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;11;4699;0;0;0;0;4710
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Rzeszowie";"15/09";"";"";"";"";0;17650;222668;14746;0;0;0;255064
"Sąd Apelacyjny w Rzeszowie";"15/09";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;8209;0;0;0;0;0;8209
"Sąd Apelacyjny w Rzeszowie";"15/09";"Obowiązkowe ubezpieczenia społeczne";753;"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;8209;0;0;0;0;0;8209
"Sąd Apelacyjny w Rzeszowie";"15/09";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;9436;220541;14746;0;0;0;244723
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Rzeszowie";"15/09";"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;9436;218747;14746;0;0;0;242929
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Rzeszowie";"15/09";"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;1794;0;0;0;0;1794
"Sąd Apelacyjny w Rzeszowie";"15/09";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;5;2127;0;0;0;0;2132
"Oświata i wychowanie";801;"Sąd Apelacyjny w Rzeszowie";"15/09";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;5;2127;0;0;0;0;2132
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Białymstoku";"15/10";"";"";"";"";0;28772;327552;4209;0;0;0;360533
"Sąd Apelacyjny w Białymstoku";"15/10";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;10884;0;0;0;0;0;10884
"Sąd Apelacyjny w Białymstoku";"15/10";"Obowiązkowe ubezpieczenia społeczne";753;"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;10884;0;0;0;0;0;10884
"Sąd Apelacyjny w Białymstoku";"15/10";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;17881;324232;4209;0;0;0;346322
"Sąd Apelacyjny w Białymstoku";"15/10";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;17881;320066;4209;0;0;0;342156
"Sąd Apelacyjny w Białymstoku";"15/10";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;4166;0;0;0;0;4166
"Sąd Apelacyjny w Białymstoku";"15/10";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;7;3320;0;0;0;0;3327
"Sąd Apelacyjny w Białymstoku";"15/10";"Oświata i wychowanie";801;"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;7;3320;0;0;0;0;3327
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Lublinie";"15/11";"";"";"";"";0;30579;411675;35764;0;0;0;478018
"Sąd Apelacyjny w Lublinie";"15/11";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;14337;0;0;0;0;0;14337
"Obowiązkowe ubezpieczenia społeczne";753;"Sąd Apelacyjny w Lublinie";"15/11";"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;14337;0;0;0;0;0;14337
"Sąd Apelacyjny w Lublinie";"15/11";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;16233;408059;35764;0;0;0;460056
"Sąd Apelacyjny w Lublinie";"15/11";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;16233;404585;35764;0;0;0;456582
"Sąd Apelacyjny w Lublinie";"15/11";"Wymiar sprawiedliwości";755;"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;3474;0;0;0;0;3474
"Sąd Apelacyjny w Lublinie";"15/11";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;9;3616;0;0;0;0;3625
"Oświata i wychowanie";801;"Sąd Apelacyjny w Lublinie";"15/11";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;9;3616;0;0;0;0;3625
"SĄDY POWSZECHNE";15;"Sąd Apelacyjny w Szczecinie";"15/12";"";"";"";"";0;25643;319738;4043;0;0;0;349424
